CASHMERE_JACKET, #00926E, #1C9759, Figmail, 14.6941227, 54, 096, 109.595, , , , , , , , 2
OXFORD_SHOES, #8AAA1A, #899E20, Melon Armour, 8.24140270, 19, 8A1, 108.949, , , , , , , A's, 4
OXFORD_SHOES, #B1D200, #E1EB34, Skeleton Grunt, 13.7830069, 125, BD0, 162.717, , , , , , , , 2
VELVET_TOP_HAT, #823828, #993333, Exo pure red, 12.4021671, 39, 832, 69.182, , , , , , , , 3
OXFORD_SHOES, #080388, #4C0099, Og Fairy Dyed (4C0099), 12.1371157, 88, 008, 108.621, , , , , , , , 3
VELVET_TOP_HAT, #DDCEB2, #E3DAC9, Bone Dye, 7.54881564, 41, DCB, 31.447, , , , , , , , 2
CASHMERE_JACKET, #232B17, #1B1B1B, Reaper Armour, 15.6884302, 28, 221, 14.505, , , , , , , , 2
CASHMERE_JACKET, #2B1718, #1D1105, Werewolf, 8.54664696, 39, 211, 16.238, , , , , , , , 2
VELVET_TOP_HAT, #57C11A, #7FCC19, Exo pure green, 10.9676765, 52, 5C1, 121.760, , , , , , , , 2
OXFORD_SHOES, #212F35, #383838, Cheap Tux Chestplate+Boots, 8.66960486, 35, 223, 14.788, , , , , , , , 2
OXFORD_SHOES, #F7D5ED, #E5D1ED, Crystal Dyed (E5D1ED), 6.01870700, 22, FDE, 25.178, , , , , , , , 2
SATIN_TROUSERS, #FFB912, #FFBC0B, Skeleton Soldier, 2.24451975, 10, FB1, 175.446, , , , , , , , 2
OXFORD_SHOES, #98878E, #88837E, Goldor Boots, 8.76756977, 36, 988, 12.311, , , , , , , , 3
VELVET_TOP_HAT, #9FBA00, #7FCC19, Exo pure green, 20.2353079, 75, 9B0, 144.813, , , , , , , , 2
CASHMERE_JACKET, #86755B, #7A7964, Miners/Prospecting, 7.80871612, 25, 875, 31.204, , , , , , , , 2
VELVET_TOP_HAT, #D2FEF4, #E0FCF7, Speedster Set/Mercenary Boots, 6.01267295, 19, DFF, 33.234, , , , , , , , 2
CASHMERE_JACKET, #CEDFDA, #D9D9D9, Stone+Metal+Steel Chestplate, 6.66377858, 18, CDD, 12.589, , , , , , , , 2
VELVET_TOP_HAT, #E7CACC, #CEB7AA, Livid Dye, 11.2411112, 78, ECC, 23.337, , , , , , , , 3
CASHMERE_JACKET, #87796E, #967969, Mocha Dye, 7.47248377, 20, 876, 18.054, , , , , , , , 2
OXFORD_SHOES, #001A28, #07031B, Shimmering Light, 11.4804401, 43, 012, 29.247, , , , , , , , 2
VELVET_TOP_HAT, #693355, #702963, Byzantium Dye, 13.7193631, 31, 635, 39.337, , , , , , , , 2
OXFORD_SHOES, #F2F4D2, #E9FFDB, Nyanza Dye, 7.64930808, 29, FFD, 27.490, , , , , , , , 2
CASHMERE_JACKET, #114248, #115555, Pearlescent Dye, 9.79711910, 32, 144, 43.474, , , , , , , , 2
OXFORD_SHOES, #5EF1AE, #7FFFD4, Aquamarine Dye, 15.4999299, 85, 5FA, 106.042, , , , , , , , 2
OXFORD_SHOES, #210F10, #1D1105, Werewolf, 6.89731224, 17, 201, 14.576, , , , , , , , 2
OXFORD_SHOES, #20334C, #324D6C, Tentacle Dye, 11.6940826, 76, 234, 31.797, , , , , , , , 2
SATIN_TROUSERS, #868606, #899E20, Melon Armour, 12.6860926, 53, 880, 106.482, , , , , , , , 3
VELVET_TOP_HAT, #D2EAD8, #E0FCF7, Speedster Set/Mercenary Boots, 9.34302572, 63, DED, 17.997, , , , , , , , 2
SATIN_TROUSERS, #0B1B16, #191919, Exo pure black, 8.02549419, 19, 011, 11.794, , , , , , , , 2
VELVET_TOP_HAT, #023F17, #3C6746, Holly Dye, 18.9749420, 145, 031, 44.652, , , , , , , , 1
OXFORD_SHOES, #17230C, #1D1105, Werewolf, 16.5151436, 31, 120, 16.575, , , , , , , , 1
CASHMERE_JACKET, #32463C, #45413C, Goldor Chestplate, 11.0223068, 24, 343, 14.409, , , , , , , , 2
VELVET_TOP_HAT, #D4F1D4, #E9FFDB, Nyanza Dye, 6.66423541, 42, DFD, 24.125, , , , , , , , 2
VELVET_TOP_HAT, #ACE999, #ACE1AF, Celadon Dye, 15.7096248, 30, AE9, 60.224, , , , , , , , 3
VELVET_TOP_HAT, #4AC0C1, #09D8EB, Frostbitten Dye, 14.3064856, 131, 4CC, 98.582, , , , , , , , 2
CASHMERE_JACKET, #4F200C, #450101, Crypt Witherlord, 14.0115630, 52, 420, 49.559, , , , , , , , 2
CASHMERE_JACKET, #983034, #993333, Exo pure red, 1.90494596, 5, 933, 84.902, , , , , , , , 2
SATIN_TROUSERS, #FAF8EC, #FFF9EB, Nutcracker Leggings, 1.86225851, 7, FFE, 10.910, , , , , , , , 2
VELVET_TOP_HAT, #4B243D, #301934, Dark Purple Dye, 10.5034007, 47, 423, 28.467, , , , , , , , 2
CASHMERE_JACKET, #112E23, #1B1B1B, Reaper Armour, 16.2051725, 37, 122, 21.095, , , , , , , , 2
OXFORD_SHOES, #E4F1E4, #E0FCF7, Speedster Set/Mercenary Boots, 7.09050801, 34, EFE, 10.815, , , , , , , , 2
VELVET_TOP_HAT, #610905, #450101, Crypt Witherlord, 13.9669571, 40, 600, 74.926, , , , , , , , 2
CASHMERE_JACKET, #A49BAB, #999999, Exo pure light grey, 9.74523097, 31, A9A, 11.557, , , , , , , , 2
OXFORD_SHOES, #3F341D, #664C33, Exo pure brown, 13.9518608, 85, 331, 24.998, , , , , , , , 2
VELVET_TOP_HAT, #214017, #3C6746, Holly Dye, 17.5806767, 113, 241, 30.802, , , , , , , , 2
SATIN_TROUSERS, #2F3010, #664C33, Exo pure brown, 20.4624076, 118, 231, 26.214, , , , , , , , 2
VELVET_TOP_HAT, #CAD9DF, #CBD2DB, Rabbit Armour, 3.73865492, 12, CDD, 15.585, , , , , , , , 2
OXFORD_SHOES, #591273, #5D1C78, Crystal Dyed (5D1C78), 2.99916190, 19, 517, 72.346, , , , , , , , 1
CASHMERE_JACKET, #0D0D2C, #0E1736, Primordial Armour, 4.27087413, 21, 002, 25.789, , , , , , , , 2
CASHMERE_JACKET, #C6FBEE, #B2FFFF, Celeste Dye, 9.22236476, 41, CFE, 39.801, , , , , , , , 2
SATIN_TROUSERS, #5B6161, #5A6464, Super Heavy Chestplate+Leggings, 1.83029477, 7, 566, 4.991, , , , , , , , 2
CASHMERE_JACKET, #4F1171, #54146E, Crystal Dyed (54146E), 3.72108049, 11, 417, 70.136, , , , , , , , 3
OXFORD_SHOES, #CACDDA, #CBD2DB, Rabbit Armour, 2.94480895, 7, CCD, 12.255, , , , , , True, , 2
SATIN_TROUSERS, #24272F, #1B1B1B, Reaper Armour, 8.22298865, 41, 222, 8.193, True, , , , , , , 3
VELVET_TOP_HAT, #D5F6FF, #E0FCF7, Speedster Set/Mercenary Boots, 7.58482074, 25, DFF, 31.863, , , , , , , , 3
SATIN_TROUSERS, #004566, #324D6C, Tentacle Dye, 7.77077501, 64, 046, 74.995, , , , , , , , 2
SATIN_TROUSERS, #0CCD01, #00BE00, Growth Armour, 7.17179658, 28, 0C0, 165.320, , , , , , , , 2
CASHMERE_JACKET, #26091D, #301934, Dark Purple Dye, 9.45767295, 49, 201, 21.388, , , , , , , , 1
SATIN_TROUSERS, #122F1F, #1B1B1B, Reaper Armour, 18.4927161, 33, 121, 20.930, , , , , , True, , 2
SATIN_TROUSERS, #194420, #0C4A16, Squash Leggings, 10.6206356, 29, 142, 33.244, , , , , , , , 2
CASHMERE_JACKET, #E6D7CD, #E3DAC9, Bone Dye, 4.24466515, 10, EDC, 18.131, , , , , , , , 2
OXFORD_SHOES, #512236, #4F2A2A, Dung Dye, 12.4821803, 22, 523, 33.986, , , , , , , , 2
OXFORD_SHOES, #464D3A, #586158, Fallen Star, 10.7474670, 68, 443, 13.845, , , , , , , , 2
OXFORD_SHOES, #014B04, #13561E, Squash Boots, 8.09619448, 55, 040, 60.351, , , , , , , , 2
OXFORD_SHOES, #E4FDDA, #E9FFDB, Nyanza Dye, 1.45460554, 8, EFD, 25.976, , , , , , , , 2
VELVET_TOP_HAT, #C1DD1A, #E1EB34, Skeleton Grunt, 9.50151294, 72, CD1, 151.917, , , , , , , , 2
VELVET_TOP_HAT, #242023, #191919, Exo pure black, 4.99057669, 28, 222, 2.999, True, , , , , , 2023, 3
SATIN_TROUSERS, #400444, #370147, Necromancer Lord Leggings, 5.77738773, 15, 404, 51.658, , , , , , , 4's, 4
CASHMERE_JACKET, #211623, #0A0011, Final Destination Chestplate+Boots, 8.91679694, 63, 212, 10.086, , , , , , , , 2
CASHMERE_JACKET, #ABC2A4, #BFBCB2, Adaptive Armour (Outside Dungeon), 14.5465707, 40, ACA, 22.615, , , , , , , , 2
SATIN_TROUSERS, #DAD4BA, #E3DAC9, Bone Dye, 5.48658905, 30, DDB, 24.509, , , , , , , , 2
CASHMERE_JACKET, #D8B4C3, #D9C1E3, Crystal Dyed (D9C1E3), 11.8552842, 46, DBC, 26.056, , , , , , , , 1
SATIN_TROUSERS, #70707F, #7D7D7D, Secret Dye, 10.0264615, 28, 777, 12.478, True, , , , , , , 3
CASHMERE_JACKET, #0B3C36, #115555, Pearlescent Dye, 11.6245703, 62, 033, 38.510, , , , , , , , 2
CASHMERE_JACKET, #091714, #191919, Exo pure black, 6.17361952, 23, 011, 10.621, , , , , , , , 2
OXFORD_SHOES, #E4D1DF, #EFE1F5, Crystal Dyed (EFE1F5), 6.48337540, 49, EDD, 14.191, , , , , , , , 2
VELVET_TOP_HAT, #FC0506, #FF0000, Pure Red, 2.35534422, 14, F00, 205.062, , , , , , , , 2
VELVET_TOP_HAT, #403B45, #50414C, Pelt Dye, 5.75691782, 29, 434, 7.204, , , , , , , , 2
OXFORD_SHOES, #FF1EA9, #FF43A4, Strawberry Dye, 11.5727817, 42, F1A, 163.591, , , , , , , F1EA, 2
OXFORD_SHOES, #900EA0, #990099, Og Fairy Dyed (990099), 5.70976579, 30, 90A, 115.378, , , , , , , , 3
VELVET_TOP_HAT, #200B2D, #301934, Dark Purple Dye, 8.35827751, 37, 202, 24.720, , , , , , , , 2
OXFORD_SHOES, #644474, #702963, Byzantium Dye, 16.6237765, 56, 647, 35.216, , , , , , , 4's, 4
CASHMERE_JACKET, #F9AAE4, #FF99CC, Fairy Dyed (FF99CC), 11.0099134, 47, FAE, 58.959, , , , , , , , 2
VELVET_TOP_HAT, #C459EE, #B24CD8, Exo pure magenta, 7.05833344, 53, C5E, 110.698, , , , , , , , 2
CASHMERE_JACKET, #A9B3A0, #BFBCB2, Adaptive Armour (Outside Dungeon), 8.33932672, 49, ABA, 13.695, , , , , , , , 2
VELVET_TOP_HAT, #FE0075, #FF007F, Fairy Dyed (FF007F), 5.43968966, 11, F07, 183.180, , , , , , , , 2
VELVET_TOP_HAT, #5A4640, #4C4C4C, Exo pure grey, 10.2178600, 32, 544, 19.616, , , , , , , , 2
SATIN_TROUSERS, #E2B1FC, #C6A3D4, Crystal Dyed (C6A3D4), 15.7060793, 82, EBF, 54.873, , , , , , , , 1
VELVET_TOP_HAT, #D7F6AD, #ACE1AF, Celadon Dye, 15.9120066, 66, DFA, 52.791, , , , , , , , 2
VELVET_TOP_HAT, #164713, #3C6746, Holly Dye, 18.7773987, 121, 141, 42.066, , , , , , , , 2
OXFORD_SHOES, #0DE555, #47D147, Holy Dragon, 12.5470408, 92, 0E5, 158.470, , , , , , , , 3
OXFORD_SHOES, #D5D2DA, #CBD2DB, Rabbit Armour, 3.64146924, 11, DDD, 5.823, True, , , , , , , 3
CASHMERE_JACKET, #C5ECC8, #E9FFDB, Nyanza Dye, 9.86721403, 74, CEC, 31.271, , , , , , , , 3
VELVET_TOP_HAT, #6D797E, #7D7D7D, Secret Dye, 5.90980401, 21, 677, 12.589, , , , , , , , 2
CASHMERE_JACKET, #042026, #1B1B1B, Reaper Armour, 10.7626525, 39, 022, 26.148, , , , , , , , 2
OXFORD_SHOES, #1D201C, #1B1B1B, Reaper Armour, 3.86908334, 8, 121, 2.999, , , , , , , , 2
VELVET_TOP_HAT, #1C0915, #191919, Exo pure black, 11.2047990, 23, 101, 13.845, , , , , , , , 2
CASHMERE_JACKET, #AAB3B5, #B3B3B3, Heat Armour, 3.51529409, 11, ABB, 8.443, , , , , , , , 2
CASHMERE_JACKET, #70003B, #660033, OG Fairy Dyed (660033), 4.38706708, 18, 703, 80.728, , , , , , , , 3
CASHMERE_JACKET, #3F3E1A, #664C33, Exo pure brown, 16.0801575, 78, 331, 30.373, , , , , , , , 2
VELVET_TOP_HAT, #A8A488, #CEB7AA, Livid Dye, 14.1447186, 91, AA8, 25.123, , , , , , , , 3
OXFORD_SHOES, #8B7D8B, #808080, Ghostly Boots, 9.79608964, 25, 878, 11.646, , , , , , , , 2
OXFORD_SHOES, #013148, #324D6C, Tentacle Dye, 14.3639581, 113, 034, 52.197, , , , , , , , 2
SATIN_TROUSERS, #C2B4D1, #D9C1E3, Crystal Dyed (D9C1E3), 7.11949123, 54, CBD, 20.897, , , , , , , , 1
OXFORD_SHOES, #524425, #664C33, Exo pure brown, 8.06184027, 42, 542, 33.182, , , , True, , True, , 2
SATIN_TROUSERS, #EDCFEE, #E5D1ED, Crystal Dyed (E5D1ED), 3.90006790, 11, ECE, 25.383, , , , , , , , 3
CASHMERE_JACKET, #1D0115, #0A0011, Final Destination Chestplate+Boots, 8.72532701, 24, 101, 20.781, , , , , , , , 3
OXFORD_SHOES, #FB33EA, #FF33FF, Og Fairy Dyed (FF33FF), 9.76206716, 25, F3E, 159.777, , , , , , , , 2
OXFORD_SHOES, #A79895, #999999, Exo pure light grey, 6.18945333, 19, A99, 13.895, , , , , , , , 2
OXFORD_SHOES, #D8F7E7, #E0FCF7, Speedster Set/Mercenary Boots, 6.24911993, 29, DFE, 22.337, , , , , , , , 2
CASHMERE_JACKET, #8D8A92, #828282, Heavy Chestplate+Leggings, 5.91992094, 35, 889, 5.823, , , , , , , , 2
OXFORD_SHOES, #F5D6E6, #EFE1F5, Crystal Dyed (EFE1F5), 7.04309539, 32, FDE, 22.337, , , , , , , , 2
CASHMERE_JACKET, #DFD1C5, #E3DAC9, Bone Dye, 4.14356971, 17, DDC, 18.750, , , , , , , , 2
SATIN_TROUSERS, #470110, #450101, Crypt Witherlord, 5.63233111, 17, 401, 53.104, , , , , , , , 2
SATIN_TROUSERS, #9799C8, #C6A3D4, Crystal Dyed (C6A3D4), 14.5822819, 69, 99C, 39.957, , , , , , , , 3
SATIN_TROUSERS, #360A32, #301934, Dark Purple Dye, 10.6320563, 23, 303, 35.058, , , , , , , , 2
SATIN_TROUSERS, #089890, #04CFD3, Stereo Pants (Leggings), 21.5371978, 126, 099, 116.607, , , , , , True, , 2
VELVET_TOP_HAT, #6F6786, #324D6C, Tentacle Dye, 17.6679175, 113, 668, 23.189, , , , , , , , 3
SATIN_TROUSERS, #DCEEE8, #E0FCF7, Speedster Set/Mercenary Boots, 5.38675747, 33, DEE, 13.206, , , , , , , , 3
CASHMERE_JACKET, #D6DEAF, #F0E6AA, Old Dragon, 10.4458373, 39, DDA, 36.233, , , , , , , DEAF, 2
CASHMERE_JACKET, #D1C0F5, #E5CCFF, Og Fairy Dyed (E5CCFF), 5.70041225, 42, DCF, 38.993, , , , , , , , 1
SATIN_TROUSERS, #062436, #0E1736, Primordial Armour, 14.0418364, 21, 023, 34.939, , , , , , , , 2
OXFORD_SHOES, #969622, #899E20, Melon Armour, 10.0738555, 23, 992, 96.499, , , , , , True, 9696, 2
OXFORD_SHOES, #C1927E, #967969, Mocha Dye, 13.6563511, 89, C97, 49.559, , , , , , , , 1
VELVET_TOP_HAT, #130590, #4C0099, Og Fairy Dyed (4C0099), 10.4869199, 71, 109, 110.272, , , , , , , , 2
VELVET_TOP_HAT, #F8EDC3, #E9FFDB, Nyanza Dye, 13.2689143, 57, FEC, 40.302, , , , , , , , 1
VELVET_TOP_HAT, #234336, #115555, Pearlescent Dye, 12.9795460, 67, 243, 23.189, , , , , , , , 3
SATIN_TROUSERS, #97777F, #967969, Mocha Dye, 13.5935747, 25, 977, 23.995, , , , , , , True 7's, 4
VELVET_TOP_HAT, #0F1A04, #191919, Exo pure black, 13.2381418, 32, 010, 15.850, , , , , , , , 2
VELVET_TOP_HAT, #1E1628, #301934, Dark Purple Dye, 9.41533415, 33, 112, 12.995, , , , , , , , 2
SATIN_TROUSERS, #6B6989, #324D6C, Tentacle Dye, 16.5646851, 114, 668, 25.829, , , , , , , , 2
CASHMERE_JACKET, #122300, #1D1105, Werewolf, 21.6102634, 34, 120, 25.219, , , , , , , , 2
CASHMERE_JACKET, #C69683, #967969, Mocha Dye, 15.0736575, 103, C98, 49.754, , , , , , , , 2
VELVET_TOP_HAT, #BAAFF3, #C6A3D4, Crystal Dyed (C6A3D4), 13.2402656, 55, BAF, 52.594, , , , , , , , 2
SATIN_TROUSERS, #DACA5A, #F6DE51, Charlies Trousers (Leggings), 14.6401409, 57, DC5, 100.490, , , , , , , CA5A, 3
CASHMERE_JACKET, #C4A5D4, #C6A3D4, Crystal Dyed (C6A3D4), 1.83757863, 4, CAD, 34.431, , , , , , , , 2
SATIN_TROUSERS, #634934, #664C33, Exo pure brown, 2.58850809, 7, 643, 33.924, , , , , , , , 2
SATIN_TROUSERS, #4E2F20, #4F2A2A, Dung Dye, 9.35448710, 16, 422, 33.802, , , , , , , , 2
VELVET_TOP_HAT, #653665, #702963, Byzantium Dye, 10.1643816, 26, 636, 39.099, , , , , , , , 3
SATIN_TROUSERS, #615A6E, #50414C, Pelt Dye, 11.9331184, 76, 656, 14.623, , , , , , , , 2
SATIN_TROUSERS, #603A00, #7B3F00, Chocolate Dye, 12.5733439, 32, 630, 69.661, , , , , , , , 3
CASHMERE_JACKET, #462614, #4F2A2A, Dung Dye, 11.7723915, 35, 421, 36.490, , , , , , , , 2
OXFORD_SHOES, #B38888, #967969, Mocha Dye, 12.6615622, 75, B88, 35.771, , , , , , , True 8's, 4
VELVET_TOP_HAT, #142823, #191919, Exo pure black, 11.1522858, 30, 122, 14.997, , , , , , , , 2
CASHMERE_JACKET, #D3FEFD, #E0FCF7, Speedster Set/Mercenary Boots, 5.14333244, 21, DFF, 35.363, , , , , , , , 2
CASHMERE_JACKET, #4F054F, #46085E, Crystal Dyed (46085E), 10.6214812, 27, 404, 61.560, , , , , , , , 2
CASHMERE_JACKET, #677F77, #7D7D7D, Secret Dye, 10.6058831, 30, 677, 17.608, , , , , , , 7's, 4
CASHMERE_JACKET, #10170B, #191919, Exo pure black, 7.89402217, 25, 110, 8.685, , , , , , , , 2
OXFORD_SHOES, #0027AE, #002CA6, Shark Scale Armour, 7.77757920, 13, 02A, 131.562, , , , , , , , 2
OXFORD_SHOES, #F3C2E7, #FFCCE5, Fairy Dyed (FFCCE5), 7.24959296, 24, FCE, 36.801, , , , , , , , 1
SATIN_TROUSERS, #B4E8F0, #A0DAEF, Frozen Blaze, 8.56043878, 35, BEF, 46.941, , , , , , , , 1
CASHMERE_JACKET, #501B40, #301934, Dark Purple Dye, 14.3491988, 46, 514, 39.170, , , , , , , , 2
SATIN_TROUSERS, #2D0C60, #330066, Og Fairy Dyed (330066), 8.01027713, 24, 206, 60.978, , , , , , , , 2
OXFORD_SHOES, #ECDA9E, #F0E6AA, Old Dragon, 4.90438899, 28, ED9, 58.847, , , , , , , , 2
SATIN_TROUSERS, #00228E, #002FA7, Bingo Blue Dye, 8.24244629, 38, 028, 106.832, , , , , , , , 2
CASHMERE_JACKET, #877D68, #7A7964, Miners/Prospecting, 4.51743451, 21, 876, 22.797, , , , , , , , 2
CASHMERE_JACKET, #D3D3CC, #D9D9D9, Stone+Metal+Steel Chestplate, 4.34778272, 25, DDC, 5.823, , , , , , True, , 2
OXFORD_SHOES, #DCE4F3, #DDE4F0, Young Dragon, 1.58438956, 4, DEF, 16.824, , , , , , , , 1
SATIN_TROUSERS, #7A9D96, #999999, Exo pure light grey, 13.6012615, 38, 799, 26.685, , , , , , , , 2
VELVET_TOP_HAT, #D0D9EE, #CBD2DB, Rabbit Armour, 6.83360345, 31, DDE, 22.182, , , , , , , , 2
OXFORD_SHOES, #23E1E7, #24DDE5, Thunder, 1.94155777, 7, 2EE, 160.613, , , , , , , , 2
